1,P_hawaiiensis_WaikamoiL1,C
2,P_mauiensis_Eke,C
3,P_fauriei2,B
4,P_hathewayi_1,B
5,P_kaduana_PuuKukuiAS,C
6,P_mauiensis_PepeAS,C
7,P_kaduana_HawaiiLoa,B
8,P_greenwelliae07,A
9,P_greenwelliae907,A
10,P_mariniana_MauiNui,C
11,P_hawaiiensis_Makaopuhi,D
12,P_mariniana_Oahu,B
13,P_mariniana_Kokee2,A
14,P_wawraeDL7428,A
15,P_grandiflora_Kal2,A
16,P_hobdyi_Kuia,A
17,P_hexandra_K1,A
18,P_hexandra_M,A
19,P_hexandra_Oahu,B
